user_type,pair,hash,height,time,order_id,status,direction,bidder_addr,offer_amount,ask_amount,leverage,margin_amount,entry_price,take_profit,stop_loss,pnl,fee,funding_payment,,
BOT,ORAI_USDC,C67C820C539E5BDC83DB025B82087746C29A11EC75CFF55FB952FFC8A016BAA6,14585464,2023-11-28 00:25:13,210,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3687.686148,1016.94709,3,1247.095296,3.678938,3.617611,4.782605,53.59974,1.498312,33.534847,,
BOT,ORAI_USDC,C67C820C539E5BDC83DB025B82087746C29A11EC75CFF55FB952FFC8A016BAA6,14585464,2023-11-28 00:25:13,211,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6488.291102,1776.590646,3,2182.908814,3.68612,3.624664,4.791928,60.43534,2.622636,58.584853,,
BOT,ORAI_USDC,C7C0BEA489CE846E12DD1D524112E4AA70F1AC00DEE90E44B26782ADE67E3886,14585262,2023-11-28 00:05:55,214,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3579.919554,987.297424,3,1218.91978,3.699362,3.637695,4.809156,72.45168,1.462702,32.557119,,
BOT,ORAI_USDC,EA2FBBA59CFE7E9B81BC2A1D0FCC0982CF36ABD413A942258F3D15FCD7FF17AE,14585279,2023-11-28 00:07:32,216,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3961.954822,1092.372201,3,1345.693957,3.691266,3.629733,4.79863,70.282553,1.614832,24.91264,,
BOT,ORAI_USDC,9C6EB5B661E3D41BADFEE9E7E887C8E326988DE4A75BAC0AD48D25E034212A5E,14585272,2023-11-28 00:06:52,218,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4867.011701,1341.054396,3,1653.914542,3.695442,3.633836,4.804055,88.777837,1.984696,23.760801,,
USER,ORAI_USDC,4F65F65314862395D156114E45B0C5F54178619091D0A6191BC535E92FCF3DD5,14586402,2023-11-28 01:55:02,185,SL,BUY,orai12zyu8w93h0q2lcnt50g3fn0w3yqnhy4fvawaqz,0.283919,0.078601,3,0.1,3.812165,4.099999,3.748628,-0.015721,0.00012,-0.003846,,
USER,ORAI_USDC,6EC0363EEE51250C2785CFA7D587DEFE782FCBF7393E2F381028EA924639D548,14586404,2023-11-28 01:55:13,219,SL,BUY,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,626.555845,173.533351,3,213.567072,3.687662,3.724541,3.650787,-13.376531,0.25628,-3.985366,,
BOT,ORAI_USDC,ECE8B0D336AE344DA449EB15BE6FBDF23183CD3E9CA5B0C99278559F8367C8ED,14587762,2023-11-28 04:05:08,212,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3700.834594,1021.917239,3,1253.258869,3.67914,3.617809,4.782866,58.942013,1.505716,52.833121,,
BOT,ORAI_USDC,ECE8B0D336AE344DA449EB15BE6FBDF23183CD3E9CA5B0C99278559F8367C8ED,14587762,2023-11-28 04:05:08,213,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,5236.071747,1436.836136,3,1763.988145,3.683067,3.621666,4.787966,55.892688,2.119328,74.284428,,
BOT,ORAI_USDC,ECE8B0D336AE344DA449EB15BE6FBDF23183CD3E9CA5B0C99278559F8367C8ED,14587762,2023-11-28 04:05:08,215,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4079.578052,1112.231378,3,1364.161476,3.679526,3.618187,4.783366,12.906376,1.63896,51.997929,,
BOT,ORAI_USDC,ECE8B0D336AE344DA449EB15BE6FBDF23183CD3E9CA5B0C99278559F8367C8ED,14587762,2023-11-28 04:05:08,217,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3646.535349,988.842846,3,1210.232995,3.671664,3.610458,4.773148,-15.836364,1.454024,36.03541,,
BOT,ORAI_USDC,1CBB751571E8FCD476CC75ACF9425785626A586D3F7B3C7AF9CBEDE22AAC9698,14588065,2023-11-28 04:34:12,220,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3916.055629,1067.834415,3,1309.606121,3.679239,3.617906,4.782995,12.762734,1.573414,38.914021,,
BOT,ORAI_USDC,1CBB751571E8FCD476CC75ACF9425785626A586D3F7B3C7AF9CBEDE22AAC9698,14588065,2023-11-28 04:34:12,221,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,5698.791788,1543.605361,3,1881.29372,3.656297,3.595342,4.753164,-54.910628,2.260264,38.855634,,
USER,ORAI_USDC,7D8572283CDE1D23AD9E86802C6C7C58BD2900509A7DB2C07696757231800F91,14587774,2023-11-28 04:06:16,233,TP,BUY,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,624.604894,169.021051,3,203.663347,3.610537,3.646644,3.574434,14.348041,0.244396,-2.277727,,
USER,ORAI_USDC,4288BB302393BD580BC8E1084E77F58323B0F8093BA3FBF39304722D6E38B9CE,14588014,2023-11-28 04:29:14,234,TP,SELL,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,651.482341,178.381641,3,219.800323,3.692138,3.655215,3.729057,7.127348,0.26376,0,,
USER,ORAI_USDC,8D414802DDB7E08EF68DED953199FD4A3D2FC98301EAF46522BE1F3F04C0B8B0,14588066,2023-11-28 04:34:18,237,TP,BUY,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,687.508809,185.575717,3,226.400151,3.655572,3.69213,3.619018,9.123396,0.27168,0,,
USER,ORAI_USDC,9633EEDCC2C942F83B1DC99ED881299DADBE305E6C9514AB3BE39B187657C47E,14588552,2023-11-28 05:20:46,238,TP,SELL,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,695.956,190.235987,3,234.980187,3.701164,3.66415,3.738174,8.138633,0.281976,0.561196,,
BOT,ORAI_USDC,076B3F9844CBD0F58F0EC9BD5B452CAC14B0BD4172DC9BFB88045BA975E588EA,14589074,2023-11-28 06:10:44,222,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4992.178575,1357.825197,3,1642.695769,3.629397,3.568892,4.718196,-64.091268,1.973602,33.52063,,
BOT,ORAI_USDC,16D4BBCF258CBEFD670F72CD1E79A523A631027936C7AC38205F3F869A446895,14589377,2023-11-28 06:39:38,223,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4673.014591,1262.515665,3,1527.02005,3.628517,3.568027,4.717053,-91.954441,1.834624,31.167724,,
BOT,ORAI_USDC,2BCC3E7DC87B0E6591C842F983912230634A36929EFA31BF4C89F77F351F91E1,14589510,2023-11-28 06:53:15,224,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4371.454439,1173.644908,3,1419.209498,3.627697,3.567222,4.715989,-113.825945,1.705096,28.973771,,
USER,ORAI_USDC,8D2DA44AA98E9329FBC3C5C4F2999112771E5B4F46E08950550CD7590ABED19C,14589378,2023-11-28 06:39:44,241,TP,BUY,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,734.903891,198.008839,3,241.993672,3.662007,3.698629,3.625389,9.794051,0.290392,-0.5966,,
BOT,ORAI_USDC,D9B33B7E519BEFF7806D32D98D382421D3EBE70781AA4B4FFA252E3B8601185B,14591375,2023-11-28 09:51:35,225,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3690.252721,987.297693,3,1193.306842,3.625978,3.565534,4.713757,-110.332195,1.433688,26.542511,,
BOT,ORAI_USDC,D9B33B7E519BEFF7806D32D98D382421D3EBE70781AA4B4FFA252E3B8601185B,14591375,2023-11-28 09:51:35,226,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4224.297574,1124.033958,3,1359.046847,3.627239,3.566773,4.715395,-147.157033,1.632814,30.218528,,
USER,ORAI_USDC,AEA282232F0FA9AF58FAE0F45D0DC5E582995FDF0F60D082C49690F0C71E5211,14591376,2023-11-28 09:51:41,242,TP,BUY,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,764.096848,202.833415,3,251.24132,3.711516,3.748633,3.674403,11.277352,0.301488,-0.445625,,
USER,ORAI_USDC,03AAC01239A45BD7EA3946611069EB114964FF1371145961826C6A67A53B5913,14591960,2023-11-28 10:47:34,244,TP,SELL,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,778.751484,209.355073,3,262.92354,3.7631,3.725466,3.800728,9.072612,0.315508,-0.015073,,
BOT,ORAI_USDC,55CEBCF701AA8A237BB10AEA7BCC1715344D216B8BF9F84C11704DA61E4152F4,14592049,2023-11-28 10:56:05,245,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4659.95883,1271.699084,3,1590.997156,3.748735,3.686241,4.873336,107.30505,1.909196,0,,
BOT,ORAI_USDC,E4088CFC92E4F10EF6C67A22B83555A87FBF9519D1BE4D2DEA4EFE2AB1459EA4,14592053,2023-11-28 10:56:28,246,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3558.648169,973.901923,3,1211.394951,3.727093,3.664963,4.845206,71.175668,1.453672,0,,
BOT,ORAI_USDC,69B5776259ED68EA69CC83C1204F64EF4E215B0D0F7A97FBE7C0710A34D461C8,14592685,2023-11-28 11:56:54,248,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3831.52207,1055.060139,3,1305.455218,3.707528,3.645724,4.81977,80.143946,1.566546,-0.046422,,
BOT,ORAI_USDC,968A35F13E3EDD3B7563BE7A9E0A479BAA6D34067B19CE139F1BE766927D4CEC,14593088,2023-11-28 12:35:55,235,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4092.923384,1133.227773,3,1391.675949,3.67977,3.618427,4.783684,77.094433,1.67001,10.085727,,
BOT,ORAI_USDC,8C58869AD305972AAC6D9EB7E73A55520BF8EB0E65DEFD0B06921A68DCB2FC01,14593076,2023-11-28 12:34:46,239,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3882.746451,1075.669122,3,1324.368898,3.689181,3.627682,4.795919,85.592517,1.589242,9.573455,,
BOT,ORAI_USDC,4DCDED9085BA681721713D8B743B80684C2FC60B75F265D8086BA503FFDCF0BD,14593084,2023-11-28 12:35:32,249,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4262.299064,1179.983632,3,1451.685342,3.686347,3.624895,4.792234,87.530896,1.742022,0.958146,,
BOT,ORAI_USDC,F7FCE57CC1A34EBBB36277832AECE915316676056D201C354FDEF64760FC9ADF,14593511,2023-11-28 13:17:29,227,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3546.273372,982.250277,3,1187.191,3.625932,3.565488,4.713697,15.299628,1.42634,27.752499,,
BOT,ORAI_USDC,F7FCE57CC1A34EBBB36277832AECE915316676056D201C354FDEF64760FC9ADF,14593511,2023-11-28 13:17:29,228,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4870.313161,1341.053877,3,1622.336607,3.629242,3.568739,4.717995,-3.30334,1.949142,37.890136,,
BOT,ORAI_USDC,6F9E2EC84918841C0C1760EC97E1CFEF5EA3BBED4D2C14C2204E846AD4202B61,14593755,2023-11-28 13:41:28,229,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3912.55525,1076.088494,3,1300.911132,3.626777,3.566318,4.714794,-9.821854,1.562968,30.403804,,
BOT,ORAI_USDC,175AD64DFE88D003FAF563B0A21204EA543674A2F7D0C2F7C101B42CC9A1F749,14593925,2023-11-28 13:58:10,230,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3993.749047,1092.372178,3,1320.651579,3.626927,3.566466,4.714989,-31.79431,1.586684,30.863883,,
BOT,ORAI_USDC,175AD64DFE88D003FAF563B0A21204EA543674A2F7D0C2F7C101B42CC9A1F749,14593925,2023-11-28 13:58:10,231,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6513.092574,1768.489075,3,2152.945454,3.652177,3.591287,4.747804,-54.256212,2.586638,49.96689,,
BOT,ORAI_USDC,580AE39E0FDC69BC37D5BC2E00A4305601D74463BFE85BACEABB7104CA2C2395,14594351,2023-11-28 14:39:59,232,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4675.246795,1282.237193,3,1548.918315,3.623943,3.56353,4.711107,-28.49185,1.860934,35.750055,,
BOT,ORAI_USDC,5F1517E6FDBA9D3CC7344B7EF3E164E72D373D3CCB72FDE293CD045410DAEAD1,14594499,2023-11-28 14:54:26,236,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3607.908893,996.06147,3,1215.131815,3.659809,3.598801,4.757737,37.486552,1.45991,9.120934,,
BOT,ORAI_USDC,5F1517E6FDBA9D3CC7344B7EF3E164E72D373D3CCB72FDE293CD045410DAEAD1,14594499,2023-11-28 14:54:26,240,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4360.580077,1197.165195,3,1463.65552,3.667803,3.606659,4.768125,30.386483,1.758496,7.430804,,
USER,ORAI_USDC,6AA255A83D4EBB8859221EE3587144852E5981FA114DF9BBA2CE61C683283B1A,14594790,2023-11-28 15:23:03,253,Close,SELL,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,845.45979,232.523356,3,282.312514,3.642376,3.628367,3.701667,1.477752,0.339182,0.379013,,
BOT,ORAI_USDC,CB72D58E62D9E342053F831A2548C85C7805A1AF6E644FF808B277C6CDF90A62,14595559,2023-11-28 16:38:32,250,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4411.520618,1216.32739,3,1485.475455,3.663837,3.60276,4.762971,44.905747,1.784712,2.79512,,
BOT,ORAI_USDC,CB72D58E62D9E342053F831A2548C85C7805A1AF6E644FF808B277C6CDF90A62,14595559,2023-11-28 16:38:32,251,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6126.735206,1676.848809,3,2046.078249,3.660577,3.599548,4.758725,11.499541,2.458242,3.853398,,
BOT,ORAI_USDC,4561C710D2E3FED0E1C5DD1A0CEECA8E0A911D4182C6BCA113438F9D6EC59CF7,14595798,2023-11-28 17:01:57,252,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4447.684842,1215.149034,3,1480.796727,3.655839,3.594895,4.752573,-5.294661,1.77909,3.912779,,
BOT,ORAI_USDC,C28BCF78681BE1DCEED0DAC0C587EC2449DB0617D6B344276A4BE944B9DD3327,14596669,2023-11-28 18:27:25,254,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3624.07865,995.988072,3,1205.484777,3.631021,3.570493,4.720313,-7.624319,1.448318,3.600496,,
BOT,ORAI_USDC,C28BCF78681BE1DCEED0DAC0C587EC2449DB0617D6B344276A4BE944B9DD3327,14596669,2023-11-28 18:27:25,255,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3825.010231,1045.75719,3,1265.942478,3.631653,3.571113,4.721133,-27.182797,1.520956,3.780412,,
USER,INJ_USDC,31DFB5D58D4A0FA95C6DB49CD7D0D23F8A51ACA13CC6D6A9C8E95032E013335E,14596413,2023-11-28 18:02:21,187,Close,SELL,orai12zyu8w93h0q2lcnt50g3fn0w3yqnhy4fvawaqz,1.9992,0.127014,1,1.9992,15.739997,14.165997,0,0,0.0008,0.114102,,
BOT,ORAI_USDC,52C84390A63EEA5455B96C3EA78394A6F189955270F212DB220802C438B5B687,14597103,2023-11-28 19:10:07,256,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4469.096047,1214.816235,3,1462.18721,3.610884,3.550689,4.694132,-82.534417,1.756732,2.604566,,
BOT,ORAI_USDC,52C84390A63EEA5455B96C3EA78394A6F189955270F212DB220802C438B5B687,14597103,2023-11-28 19:10:07,257,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3655.699271,988.124265,3,1189.177904,3.610409,3.550225,4.693518,-88.165559,1.428726,2.118538,,
BOT,ORAI_USDC,686F21FB0A29A9F04C1CA9074B2DF85354D4FF5D023ABA84250309EBE13C9652,14597271,2023-11-28 19:26:35,258,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4355.167741,1179.983354,3,1420.76602,3.612167,3.551951,4.6958,-92.869681,1.706966,2.529884,,
BOT,ORAI_USDC,686F21FB0A29A9F04C1CA9074B2DF85354D4FF5D023ABA84250309EBE13C9652,14597271,2023-11-28 19:26:35,259,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4207.49259,1133.22784,3,1364.307874,3.611739,3.55153,4.695243,-114.568968,1.639136,2.42964,,
USER,ORAI_USDC,D8CE7909D9C209EE04E86A889280A210C448D26A1C397952DD3C61FCE7AF7998,14597993,2023-11-28 20:37:42,243,Close,SELL,orai1uesy4qnqathqlxalakh9r5slvjlvq6appzdhjr,1496.685448,401.437575,3,499.4,3.732087,2.493206,0,1.514552,0.6,0.12846,,
BOT,ORAI_USDC,5B5FA55A7848B55310E05ED92AF569BCB3267F4AE1C76E442424020CE0BCC069,14597786,2023-11-28 20:17:19,260,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3642.999214,981.053746,3,1188.718378,3.635025,3.57443,4.725518,-76.84408,1.428174,-1.030106,,
BOT,ORAI_USDC,5B5FA55A7848B55310E05ED92AF569BCB3267F4AE1C76E442424020CE0BCC069,14597786,2023-11-28 20:17:19,261,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6597.479078,1764.174379,3,2165.757911,3.682897,3.621495,4.78774,-100.205345,2.60203,-1.852383,,
BOT,ORAI_USDC,7D0C4E1DDBF68E8CF677FC8A9FC3FC024C080221CF1ACDB829BF8261E6940917,14598204,2023-11-28 20:58:22,262,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6456.450259,1722.271048,3,2095.578989,3.650259,3.589402,4.745312,-169.713292,2.517716,-1.165977,,
BOT,ORAI_USDC,0E141DAB1445EF8F2E154C22F069A73714AB004F3E8B1D28CC68613BA861F64C,14599451,2023-11-28 23:00:49,263,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,9085.95421,2437.421692,3,2953.739843,3.635488,3.574869,4.726099,-224.734681,3.548746,-32.939316,,
BOT,ORAI_USDC,1004222821A194A0990750A4B04E99BFFDC933D5E830EBE31DFB74CB7DF0F5F6,14599647,2023-11-28 23:20:13,264,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3960.740239,1060.128283,3,1287.592953,3.64369,3.58295,4.736781,-97.96138,1.546966,-14.326573,,
USER,ORAI_USDC,17BB1A473FD05952EFD692BA3CFA182CF6FCA38991B9D84EADCEE5122F072951,14599453,2023-11-28 23:01:01,265,SL,SELL,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,845.483158,225.261691,3,273.351802,3.636088,3.599724,3.672446,-26.411818,0.328022,-3.170558,,
BOT,ORAI_USDC,1004222821A194A0990750A4B04E99BFFDC933D5E830EBE31DFB74CB7DF0F5F6,14599647,2023-11-28 23:20:13,266,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3729.087608,992.850543,3,1199.647604,3.624858,3.564432,4.712301,-130.144796,1.441306,-14.637595,,
BOT,ORAI_USDC,AAB3E0EC3E3EA6C25EDAF8008A1C57952DD98BEA016BC60B5E4FBAF2A03FCBE4,14599990,2023-11-28 23:53:12,267,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4126.481484,1098.231423,3,1339.514329,3.659103,3.598106,4.756818,-107.938497,1.609348,-16.191225,,
BOT,ORAI_USDC,AAB3E0EC3E3EA6C25EDAF8008A1C57952DD98BEA016BC60B5E4FBAF2A03FCBE4,14599990,2023-11-28 23:53:12,268,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3855.824402,1020.586469,3,1245.79985,3.662011,3.600966,4.7606,-118.424852,1.496754,-15.987487,,
USER,ORAI_USDC,3633EDD681738ECB2EF4D4808272489E5A5A95758214E44A4185903448B0B307,14600053,2023-11-28 23:59:13,274,Close,SELL,orai1uesy4qnqathqlxalakh9r5slvjlvq6appzdhjr,1521.814439,401.322054,3,499.4,3.733161,2.488774,0,-23.614439,0.6,-1.500141,,
USER,ORAI_USDC,3C5B21EA690A2E1FADCEC8359ED7102FC85AF53E1213E96D82FD8D74B32DB2D7,14600637,2023-11-29 00:55:00,198,TP,BUY,orai18vyspza5ndpg5wss0u7mqs7g50zekjrjvc2dys,1418.50036,366.357934,3,457.57278,3.742435,3.867182,0,47.429278,0.549086,-18.964518,,
BOT,ORAI_USDC,0A777634BAE9879AAC92A3DC6E03A819CB6B1A4F201BA44F0F7F0BABCB394972,14600319,2023-11-29 00:24:37,269,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4721.403655,1242.38224,3,1507.821902,3.640961,3.580264,4.733231,-197.937949,1.81156,-22.174038,,
BOT,ORAI_USDC,0A777634BAE9879AAC92A3DC6E03A819CB6B1A4F201BA44F0F7F0BABCB394972,14600319,2023-11-29 00:24:37,270,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,5921.128698,1546.798431,3,1904.804259,3.694348,3.632758,4.80263,-206.715921,2.28851,-27.198903,,
BOT,ORAI_USDC,5BF742ACCC8E6E6085D9CBA4DE0AFEEDBB15FBA57489FC381626775BD07F8F1E,14600636,2023-11-29 00:54:54,271,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3946.742744,1030.082883,3,1275.181414,3.713821,3.651912,4.827951,-121.198502,1.532056,-18.112977,,
BOT,ORAI_USDC,5BF742ACCC8E6E6085D9CBA4DE0AFEEDBB15FBA57489FC381626775BD07F8F1E,14600636,2023-11-29 00:54:54,272,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6457.406253,1673.479373,3,2086.58923,3.74057,3.678208,4.862716,-197.638563,2.506914,-25.13566,,
USER,ORAI_USDC,1EE9683B2FD798FCB62AC95FE587B16823DBF09BAB8ABC3072873BCD045D7485,14600263,2023-11-29 00:19:17,277,Close,SELL,orai1x9dvpscythaz0mw8zj5re6f3qdpk347epc272q,788.691137,208.318684,3,258.863759,3.7279,3.715978,3.791048,-12.09986,0.311008,-0.454759,,
BOT,ORAI_USDC,A1CF7ED276B1BC696CD7601BAEA371B35DE7A0D8516E8F5E18F13AE7C76FA902,14600972,2023-11-29 01:26:58,273,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,5674.947167,1470.083885,3,1838.211071,3.751237,3.688698,4.876584,-160.313954,2.208502,-20.68261,,
BOT,ORAI_USDC,3162D7064AAE971A45EC340DDB71F3B61AFBE34C0D8D1AD9D67C1D4062E78E2A,14601166,2023-11-29 01:45:29,275,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,5047.424842,1304.641384,3,1616.371524,3.716817,3.654855,4.831842,-198.31027,1.941976,-11.538248,,
BOT,ORAI_USDC,C1F4DCED07E52347144A499C4BAE42B65CDEC37411046AFEA26D7EA2AEB832CF,14601308,2023-11-29 01:59:03,276,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,5143.700578,1326.997329,3,1655.512844,3.742689,3.680295,4.865474,-177.162046,1.989002,-6.775648,,
BOT,ORAI_USDC,C1F4DCED07E52347144A499C4BAE42B65CDEC37411046AFEA26D7EA2AEB832CF,14601308,2023-11-29 01:59:03,278,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3786.856694,971.068731,3,1215.82715,3.756151,3.693537,4.882982,-139.375244,1.460744,-4.958276,,
BOT,ORAI_USDC,787A204E9E7BCDF04554C7ED21E2CA533703615C0AEE55E78DDD55E4C08C25C2,14601509,2023-11-29 02:18:14,279,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3853.190531,991.308077,3,1251.098914,3.786206,3.72309,4.922052,-99.893789,1.503122,-7.840255,,
BOT,ORAI_USDC,787A204E9E7BCDF04554C7ED21E2CA533703615C0AEE55E78DDD55E4C08C25C2,14601509,2023-11-29 02:18:14,281,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4351.559821,1113.337524,3,1422.219876,3.832314,3.768429,4.981991,-84.900193,1.708714,-8.805386,,
BOT,ORAI_USDC,C1BBB62D56A514E6A0F66BBDD342D5AB29DC66E918DDE67F9AB0D39B7597AB00,14601541,2023-11-29 02:21:18,282,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4395.115217,1125.23892,3,1446.60607,3.856797,3.792503,5.013817,-55.297007,1.738012,-8.899514,,
BOT,ORAI_USDC,AF7396B242A53E8F93A102AE5911BC065F486E78EA4413572E89FA27F3E239E6,14601671,2023-11-29 02:33:43,283,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3793.951784,965.984138,3,1244.632799,3.865382,3.800947,5.024981,-60.053387,1.495352,-4.816396,,
BOT,ORAI_USDC,AF7396B242A53E8F93A102AE5911BC065F486E78EA4413572E89FA27F3E239E6,14601671,2023-11-29 02:33:43,284,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,3762.005885,952.999531,3,1230.127568,3.872386,3.807835,5.034087,-71.623181,1.477926,-4.751655,,
USER,ORAI_USDC,816662A208F8A76AD2CA16E619D94BE4EA692266590531C207DB3B328EB6A871,14602099,2023-11-29 03:14:42,280,TP,BUY,orai1uesy4qnqathqlxalakh9r5slvjlvq6appzdhjr,1507.460197,380.47433,3,480,3.780207,3.96,0,69.188197,0.576,5.748967,,
BOT,ORAI_USDC,DA2151260028F58088A996B1B592CC26D8D1C91FC3F7A2F875658B0D62158D76,14602097,2023-11-29 03:14:31,285,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,6324.039313,1601.320441,3,2078.101303,3.893226,3.82832,5.061169,-89.735404,2.496716,-19.515292,,
BOT,ORAI_USDC,A6DC042F1FA23256F7D78BA5527CE219C4B3F9589574D6DEFB5304C92DA1E80C,14602172,2023-11-29 03:21:41,286,Close,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4952.512715,1247.109408,3,1624.233712,3.907196,3.84206,5.079334,-79.811579,1.951422,-8.980434,,
BOT,ORAI_USDC,76CF19ED1E7CC0B366FFB6A21E2F73151F0B953F03048927500FAF8113BF665E,14602985,2023-11-29 04:39:23,287,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4633.456211,1195.348988,3,1573.777496,3.945012,3.879247,5.128496,82.210681,1.888532,-19.027565,,
BOT,ORAI_USDC,496DF3CB3D1A1364275724BF11C34286F2C2754D919A543D67C6A645FE52A9EB,14602574,2023-11-29 04:00:04,288,TP,SELL,orai15vc7z4zyyam999zp6rwealm06lvuy9ykumwlpl,4716.330237,1209.35739,3,1602.947916,3.971591,3.905382,5.163047,86.742903,1.923536,0,,
